respondent_id,age_group,tech_comfort,education_level,primary_device,password_manager_use,mfa_method,phishing_awareness_training,privacy_settings_level,public_wifi_use,backup_frequency,software_update_habit,adblocker_installed,antivirus_status,password_reuse_count,unique_passwords_estimate,suspicious_link_clicks_last_6mo,privacy_habit_score_0_100,cyber_risk_score_0_100,experienced_security_incident_last_12mo,wants_simple_non_technical_guides_1_10,wants_habit_reminders_1_10,trust_in_online_safety_advice_1_10,feels_overwhelmed_by_cyber_advice_1_10,likely_to_use_habit_platform_1_10
U793430,25-34,Medium,HS or less,Windows PC,Sometimes,Authenticator app,Never,Mostly hardened,Sometimes,Never,Delayed,Yes,None,1,12.0,5.0,57.0,67.3,Yes,9,8,8,7,6.3
U795155,25-34,Low,Graduate,iPhone,Regularly,SMS,Never,Some changes,Never,Monthly,Delayed,Yes,None,3,14.0,4.0,56.0,66.7,No,8,8,8,9,5.0
U669826,25-34,Low,Bachelor's,Mac,Sometimes,Authenticator app,Never,Default,Never,Monthly,Delayed,Yes,None,5,9.0,4.0,31.0,93.1,Yes,9,10,6,7,6.1
U220712,45-54,Low,Bachelor's,iPhone,Never,None,Once,Default,Rarely,Never,Delayed,No,None,4,6.0,4.0,38.0,90.0,Yes,8,7,3,9,4.5
U694995,45-54,Medium,,iPhone,Tried once,Hardware key,Monthly,Default,Sometimes,Never,Delayed,Yes,None,3,13.0,3.0,,83.9,Yes,7,9,7,7,4.0
U794958,25-34,Medium,Bachelor's,iPad/Tablet,Sometimes,SMS,Never,Some changes,Never,Never,When reminded,Yes,Built-in only,3,14.0,4.0,79.0,69.2,No,5,9,5,5,5.1
U324574,18-24,High,Bachelor's,iPad/Tablet,Never,SMS,Monthly,Default,Rarely,Weekly,Delayed,No,Paid suite,2,9.0,2.0,52.0,69.8,No,6,6,5,5,5.1
U157663,35-44,High,HS or less,iPhone,Never,SMS,Occasionally,Mostly hardened,Sometimes,Weekly,When reminded,No,None,4,15.0,1.0,62.0,73.0,Yes,7,7,7,5,4.4
U287489,18-24,High,HS or less,iPhone,Sometimes,None,Never,Mostly hardened,Rarely,Monthly,When reminded,Yes,None,3,18.0,2.0,82.0,59.9,No,6,6,5,6,2.7
U363722,65,Low,Some college,Windows PC,Never,None,Never,Mostly hardened,Rarely,Monthly,Delayed,No,Paid suite,4,6.0,3.0,69.0,77.2,Yes,10,7,8,4,6.6
U203916,25-34,Low,Graduate,iPhone,Never,SMS,Never,Default,Never,Monthly,When reminded,Yes,Built-in only,4,9.0,1.0,40.0,76.0,Yes,8,8,3,9,4.6
U070712,45-54,Low,Bachelor's,iPad/Tablet,Tried once,SMS,Never,Default,Rarely,Daily,Delayed,No,None,4,2.0,4.0,51.0,94.0,Yes,8,6,5,9,3.4
U653631,45-54,Medium,Bachelor's,iPhone,Never,SMS,Never,Some changes,Sometimes,Never,When reminded,Yes,None,3,7.0,3.0,53.0,85.7,Yes,6,7,7,9,4.1
U171150,35-44,Medium,HS or less,Windows PC,Never,SMS,Never,Some changes,Rarely,Monthly,When reminded,Yes,Built-in only,3,5.0,3.0,41.0,81.5,No,10,6,7,4,5.6
U840265,65,High,Bachelor's,Android,Regularly,SMS,Occasionally,Some changes,Sometimes,Daily,Auto-update,No,None,1,10.0,2.0,56.0,48.4,No,8,4,5,4,3.9
U967249,18-24,Low,Bachelor's,iPhone,Tried once,SMS,Never,Some changes,Rarely,Never,Delayed,Yes,Built-in only,3,5.0,2.0,54.0,88.6,No,9,10,6,9,5.2
U653188,25-34,Medium,Some college,iPhone,Sometimes,None,Occasionally,Mostly hardened,Rarely,Weekly,Delayed,Yes,Paid suite,3,6.0,3.0,70.0,81.2,Yes,8,3,7,10,4.4
U347284,45-54,Medium,HS or less,Android,Regularly,SMS,Once,Some changes,Rarely,Monthly,Delayed,No,Built-in only,1,11.0,3.0,72.0,53.8,No,8,5,6,5,4.4
U364761,25-34,High,Some college,Android,Sometimes,Authenticator app,Occasionally,Default,Often,Monthly,When reminded,No,Built-in only,1,14.0,4.0,37.0,61.0,Yes,6,5,7,3,5.3
U124037,65,Low,HS or less,Chromebook,Never,None,Once,Default,Never,Monthly,When reminded,Yes,None,2,6.0,3.0,46.0,69.9,No,10,10,7,6,6.2
U158388,35-44,High,Some college,iPhone,Sometimes,SMS,Monthly,Mostly hardened,Rarely,Weekly,Auto-update,Yes,None,2,6.0,2.0,86.0,55.6,No,6,3,8,9,3.0
U720548,45-54,Medium,Graduate,Mac,Sometimes,SMS,Never,Some changes,Rarely,Weekly,Auto-update,No,None,4,8.0,3.0,44.0,69.2,No,7,8,5,9,3.6
U326638,25-34,Medium,Graduate,iPad/Tablet,Tried once,SMS,Monthly,Some changes,Never,Never,Auto-update,No,,5,6.0,1.0,46.0,92.0,No,7,7,5,7,5.9
U967233,25-34,High,HS or less,Android,Sometimes,SMS,Occasionally,Mostly hardened,Rarely,Weekly,Auto-update,Yes,None,2,7.0,2.0,87.0,58.1,Yes,7,6,7,3,6.3
U620890,65,Medium,HS or less,iPhone,Never,Hardware key,Never,Default,Rarely,Never,Delayed,Yes,,2,14.0,5.0,56.0,65.9,No,6,7,3,7,3.6
U058626,35-44,Medium,,iPad/Tablet,Never,Authenticator app,Never,Default,Rarely,Weekly,Delayed,Yes,None,2,13.0,3.0,25.0,75.6,No,6,7,4,6,4.3
U508192,35-44,Medium,Some college,Mac,Regularly,Authenticator app,Occasionally,Some changes,Sometimes,Never,When reminded,No,None,3,2.0,3.0,55.0,73.7,Yes,5,9,6,5,4.6
U553236,18-24,Medium,HS or less,iPad/Tablet,Never,None,Never,Some changes,Rarely,Monthly,Delayed,Yes,None,2,14.0,5.0,58.0,71.4,Yes,7,6,6,7,3.8
U259315,45-54,Low,Graduate,Windows PC,Sometimes,None,Never,Some changes,Sometimes,Never,Delayed,Yes,None,3,8.0,2.0,,81.0,No,7,7,9,9,4.3
U184508,65,Medium,Some college,Android,Regularly,None,Occasionally,Default,Sometimes,Weekly,When reminded,No,Built-in only,6,7.0,3.0,45.0,88.9,Yes,6,8,5,5,4.6
U564111,25-34,Low,Graduate,iPad/Tablet,Tried once,SMS,Never,Default,Often,Weekly,Delayed,No,None,1,10.0,4.0,47.0,78.4,No,10,6,4,7,4.5
U691095,55-64,Low,Bachelor's,Windows PC,Sometimes,SMS,Occasionally,Some changes,Rarely,Never,Delayed,Yes,None,4,6.0,2.0,53.0,80.0,No,9,7,8,9,6.0
U599663,55-64,Low,Bachelor's,Android,Never,None,Never,Default,Rarely,Never,Delayed,Yes,None,4,7.0,4.0,43.0,93.3,No,8,8,8,9,5.9
U283373,45-54,High,Some college,Mac,Sometimes,SMS,Occasionally,Some changes,Often,Weekly,When reminded,No,None,0,9.0,3.0,56.0,60.7,Yes,6,6,8,3,4.7
U765111,45-54,Medium,Bachelor's,Windows PC,Sometimes,None,Once,Default,Rarely,Weekly,When reminded,No,Paid suite,2,10.0,4.0,42.0,73.0,Yes,6,5,5,6,2.9
U132670,65,Medium,Graduate,Android,Never,SMS,Once,Default,Sometimes,Monthly,Auto-update,Yes,Built-in only,3,6.0,3.0,31.0,85.2,No,6,7,6,4,3.3
U563534,25-34,Medium,HS or less,Chromebook,Regularly,SMS,Occasionally,Some changes,Never,Never,Delayed,No,None,5,5.0,3.0,43.0,87.3,Yes,5,7,6,6,4.5
U508659,25-34,Low,Some college,iPhone,Never,SMS,Never,Default,Sometimes,Never,When reminded,Yes,Paid suite,3,9.0,2.0,35.0,90.8,Yes,7,5,6,4,5.1
U325913,25-34,Medium,Bachelor's,Android,Tried once,Authenticator app,Occasionally,Mostly hardened,Often,Monthly,Auto-update,Yes,Built-in only,4,9.0,3.0,72.0,79.2,No,6,8,7,5,5.2
U864704,65,Low,Bachelor's,Windows PC,Tried once,SMS,Once,Mostly hardened,Rarely,Never,Delayed,Yes,Built-in only,4,13.0,3.0,72.0,77.2,No,7,7,5,10,4.5
U690952,25-34,Medium,Some college,iPad/Tablet,Tried once,None,Once,Some changes,Never,Monthly,When reminded,No,Built-in only,2,11.0,2.0,70.0,63.6,No,7,8,7,5,5.9
U102055,55-64,Low,Bachelor's,Windows PC,Never,None,Never,Default,Never,Weekly,Delayed,Yes,Built-in only,5,7.0,5.0,15.0,83.4,No,6,7,6,9,2.9
U118728,18-24,High,HS or less,Windows PC,Tried once,Hardware key,Once,Default,Never,Weekly,Auto-update,Yes,None,3,14.0,3.0,22.0,71.2,Yes,4,9,9,5,4.7
U103318,65,Medium,HS or less,iPhone,Never,Authenticator app,Monthly,Some changes,Rarely,Monthly,Delayed,Yes,None,2,,2.0,56.0,52.4,Yes,8,6,6,6,4.5
U347558,45-54,High,Some college,Windows PC,Regularly,SMS,Once,Some changes,Sometimes,Weekly,When reminded,Yes,None,1,12.0,2.0,63.0,49.4,No,6,10,7,3,6.0
U468226,55-64,Medium,Some college,Android,Never,SMS,Never,Default,Never,Monthly,Delayed,No,None,3,4.0,5.0,36.0,79.7,No,6,6,5,6,3.6
U785713,35-44,Low,Graduate,iPad/Tablet,Never,Hardware key,Never,Default,Sometimes,Never,Delayed,Yes,None,3,10.0,3.0,33.0,66.9,No,8,8,8,8,6.2
U251716,55-64,Medium,Bachelor's,Windows PC,Sometimes,Hardware key,Once,Mostly hardened,Sometimes,Weekly,Auto-update,No,None,1,8.0,4.0,64.0,58.8,No,5,6,7,6,3.8
U277603,25-34,Low,HS or less,Chromebook,Sometimes,None,Never,Default,Sometimes,Never,Delayed,Yes,None,2,8.0,4.0,31.0,79.3,No,10,8,4,8,5.2
U717023,25-34,Low,Graduate,Windows PC,Never,SMS,Never,Default,Sometimes,Never,When reminded,Yes,Built-in only,4,5.0,5.0,22.0,91.5,Yes,5,10,5,8,4.5
U283665,25-34,High,Some college,iPhone,Tried once,SMS,Occasionally,Mostly hardened,Rarely,Weekly,Auto-update,Yes,Built-in only,2,14.0,3.0,84.0,46.4,No,6,7,8,4,4.9
U471700,18-24,Medium,Graduate,Windows PC,Never,Authenticator app,Occasionally,Some changes,Never,Monthly,Delayed,No,,2,5.0,3.0,50.0,63.5,Yes,5,7,6,7,4.5
U008771,18-24,Low,Graduate,iPad/Tablet,Sometimes,None,Never,Default,Rarely,Never,When reminded,No,Built-in only,2,9.0,3.0,41.0,72.8,Yes,9,7,6,7,4.5
U265399,35-44,Medium,Some college,Android,Sometimes,SMS,Never,Mostly hardened,Often,Monthly,Delayed,No,None,2,8.0,6.0,81.0,73.7,Yes,6,8,9,6,6.3
U547778,45-54,Medium,HS or less,iPad/Tablet,Tried once,SMS,Occasionally,Default,Rarely,Monthly,Delayed,No,None,3,7.0,2.0,50.0,82.8,Yes,7,8,6,6,5.0
U714042,55-64,Low,HS or less,iPhone,Sometimes,Authenticator app,Occasionally,Default,Sometimes,Never,When reminded,No,None,2,12.0,3.0,42.0,65.9,Yes,7,6,8,9,3.7
U663842,25-34,Low,HS or less,Windows PC,Sometimes,Authenticator app,Never,Default,Often,Monthly,Delayed,No,None,3,6.0,4.0,22.0,82.9,No,9,7,7,6,4.9
U788771,65,Medium,HS or less,iPhone,Never,SMS,Once,Some changes,Never,Daily,Delayed,Yes,Built-in only,2,8.0,,54.0,69.5,Yes,9,6,8,5,5.6
U972531,18-24,Medium,Bachelor's,Android,Tried once,SMS,Never,Default,Rarely,Monthly,Auto-update,Yes,Built-in only,2,16.0,4.0,28.0,78.7,Yes,6,9,6,4,5.3
U755640,55-64,Low,Some college,Android,Never,SMS,Never,Default,Sometimes,Never,Auto-update,Yes,Built-in only,3,7.0,4.0,35.0,79.1,Yes,6,6,5,6,4.8
U211257,35-44,Medium,HS or less,Android,Tried once,Authenticator app,Monthly,Mostly hardened,Rarely,Monthly,When reminded,Yes,None,2,13.0,2.0,100.0,50.8,No,7,9,9,5,5.4
U566262,55-64,Medium,HS or less,iPhone,Never,SMS,Never,Default,Often,Monthly,Auto-update,No,None,2,10.0,4.0,22.0,80.7,Yes,6,6,7,6,4.2
U708312,45-54,High,Some college,Android,Regularly,Authenticator app,Monthly,Some changes,Never,Weekly,When reminded,Yes,None,2,,3.0,53.0,56.2,Yes,4,6,4,4,2.6
U096710,55-64,Low,Bachelor's,Windows PC,Never,None,Monthly,Some changes,Rarely,Never,Auto-update,Yes,Built-in only,0,13.0,3.0,46.0,53.3,No,6,5,6,7,3.3
U986531,25-34,High,Bachelor's,Mac,Regularly,Authenticator app,Once,Mostly hardened,Rarely,Weekly,Auto-update,Yes,None,0,15.0,3.0,68.0,48.8,No,5,7,5,4,4.7
U741996,18-24,Medium,Graduate,Windows PC,Tried once,None,Occasionally,Default,Sometimes,Weekly,Delayed,No,Built-in only,4,5.0,3.0,39.0,85.7,Yes,7,8,6,7,4.2
U366343,65,Low,Some college,Mac,Never,SMS,Never,Mostly hardened,Never,Weekly,Delayed,Yes,None,3,4.0,4.0,62.0,63.6,No,10,7,7,7,4.3
U227005,18-24,Medium,Some college,iPhone,Never,SMS,Never,Mostly hardened,Never,Monthly,Delayed,No,Built-in only,3,11.0,4.0,79.0,63.1,Yes,8,8,8,5,6.7
U745869,55-64,Medium,Some college,iPhone,Regularly,None,Never,Mostly hardened,Rarely,Never,Delayed,Yes,None,2,8.0,3.0,91.0,66.1,Yes,8,8,7,7,5.2
U299640,55-64,Medium,Bachelor's,Windows PC,Never,Authenticator app,Occasionally,Default,Sometimes,Weekly,When reminded,Yes,None,3,2.0,3.0,29.0,75.4,Yes,7,7,6,8,4.2
U170288,18-24,Low,,Windows PC,Never,None,Occasionally,Default,Sometimes,Monthly,Delayed,Yes,None,3,5.0,2.0,44.0,81.9,Yes,9,7,5,9,4.4
U934259,25-34,Low,,Mac,Never,SMS,Never,Some changes,Sometimes,Never,Auto-update,No,None,4,5.0,,58.0,75.2,No,8,9,3,7,4.3
U072568,25-34,Medium,HS or less,Mac,Never,Authenticator app,Occasionally,Default,Sometimes,Monthly,Delayed,No,Built-in only,0,7.0,,34.0,57.7,No,5,6,6,7,2.8
U060709,45-54,Medium,Some college,Mac,Never,SMS,Occasionally,Some changes,Rarely,Never,Delayed,Yes,Built-in only,1,10.0,2.0,51.0,57.9,Yes,8,7,3,5,3.3
U365931,65,Low,HS or less,Android,Tried once,None,Never,Default,Never,Monthly,When reminded,Yes,Built-in only,1,10.0,4.0,31.0,75.9,Yes,7,6,5,9,4.6
U720570,45-54,High,Some college,Android,Regularly,SMS,Once,Mostly hardened,Sometimes,Daily,Auto-update,No,Built-in only,1,10.0,3.0,65.0,49.4,No,4,8,6,4,4.4
U424139,25-34,Medium,Some college,iPhone,Never,None,Once,Default,Rarely,Weekly,When reminded,Yes,None,3,8.0,4.0,37.0,77.2,No,7,6,5,7,4.9
U677289,18-24,Low,Bachelor's,Windows PC,Never,Authenticator app,Never,Some changes,Never,Never,When reminded,No,Built-in only,3,8.0,4.0,44.0,85.3,No,9,7,6,7,4.0
U570613,65,Medium,Graduate,Windows PC,Regularly,None,Occasionally,Default,Rarely,Never,When reminded,No,,1,12.0,3.0,39.0,61.0,No,6,8,5,2,5.3
U902851,18-24,Low,Bachelor's,Windows PC,Never,SMS,Never,Default,Often,Never,Delayed,Yes,Built-in only,4,11.0,3.0,22.0,100.0,No,8,7,2,7,3.4
U310144,35-44,High,Some college,iPad/Tablet,Tried once,Authenticator app,Monthly,Mostly hardened,Rarely,Monthly,Auto-update,Yes,Built-in only,1,8.0,1.0,71.0,43.0,No,6,5,8,4,5.1
U128940,18-24,High,Some college,Android,Tried once,Authenticator app,Monthly,Some changes,Never,Monthly,Auto-update,Yes,None,0,8.0,3.0,55.0,40.9,No,5,9,5,2,5.3
U373395,55-64,Low,Some college,Android,Sometimes,None,Never,Some changes,Sometimes,Monthly,Delayed,No,Built-in only,2,8.0,3.0,56.0,76.1,No,8,9,5,5,5.1
U929218,45-54,Low,Graduate,Android,Never,SMS,Once,Default,Rarely,Weekly,When reminded,Yes,None,4,9.0,4.0,34.0,76.2,Yes,8,7,8,6,6.4
U151098,18-24,Medium,Some college,Windows PC,Regularly,SMS,Monthly,Mostly hardened,Rarely,Never,Delayed,No,Built-in only,2,14.0,2.0,80.0,57.4,No,9,7,9,5,6.5
U198275,45-54,Medium,Some college,Android,Never,Authenticator app,Once,Default,Rarely,Daily,When reminded,Yes,Built-in only,2,8.0,5.0,22.0,71.3,No,7,9,7,5,5.5
U094612,25-34,Low,Some college,Android,Tried once,Authenticator app,Never,Mostly hardened,Sometimes,Monthly,Delayed,No,Built-in only,2,12.0,4.0,66.0,70.8,Yes,9,8,7,9,5.4
U725762,25-34,High,Bachelor's,iPad/Tablet,Never,Hardware key,Occasionally,Mostly hardened,Rarely,Never,Auto-update,Yes,None,3,11.0,3.0,84.0,65.7,Yes,5,6,6,6,4.6
U431551,55-64,Medium,Some college,iPhone,Sometimes,Authenticator app,Occasionally,Mostly hardened,Often,Never,Auto-update,No,,3,15.0,,74.0,75.4,Yes,10,6,5,8,4.0
U198823,25-34,Medium,Graduate,Android,Never,Authenticator app,Monthly,Some changes,Never,Weekly,When reminded,Yes,None,3,14.0,3.0,53.0,57.8,No,7,4,7,8,2.0
U283104,18-24,Low,HS or less,Windows PC,Sometimes,Authenticator app,Never,Default,Never,Never,Delayed,Yes,Paid suite,2,13.0,5.0,44.0,61.3,Yes,8,5,4,9,4.0
U358981,55-64,Low,Bachelor's,Windows PC,Never,Authenticator app,Never,Some changes,Never,Never,Delayed,Yes,Paid suite,3,12.0,4.0,45.0,74.1,Yes,8,7,5,10,3.2
U143407,55-64,Low,HS or less,Android,Never,None,Never,Some changes,Rarely,Monthly,When reminded,Yes,None,6,5.0,2.0,59.0,100.0,Yes,7,10,5,9,4.7
U130022,18-24,Medium,Bachelor's,Mac,Regularly,Authenticator app,Once,Default,Sometimes,Weekly,Auto-update,Yes,None,1,11.0,2.0,48.0,53.8,No,8,5,4,7,3.0
U701466,55-64,Medium,Graduate,Android,Sometimes,Authenticator app,Never,Mostly hardened,Rarely,Never,Delayed,Yes,Built-in only,3,8.0,4.0,71.0,71.7,Yes,7,5,5,7,4.7
U847012,18-24,Medium,,iPhone,Never,Hardware key,Never,Default,Often,Daily,When reminded,Yes,Built-in only,3,9.0,2.0,38.0,77.0,Yes,7,7,8,4,5.0
U309087,25-34,Medium,Some college,Android,Sometimes,None,Never,Mostly hardened,Sometimes,Weekly,Auto-update,Yes,,4,4.0,5.0,68.0,84.6,No,9,6,7,7,4.4
U082697,25-34,Medium,Bachelor's,Android,Sometimes,SMS,Monthly,Mostly hardened,Rarely,Monthly,When reminded,Yes,None,4,5.0,1.0,80.0,73.9,No,10,8,8,6,4.9
U572781,25-34,Medium,HS or less,iPhone,Regularly,Authenticator app,Never,Default,Often,Never,Delayed,No,None,1,15.0,5.0,35.0,55.4,No,4,8,3,7,2.4
U451335,45-54,Medium,Some college,iPad/Tablet,Never,SMS,Occasionally,Default,Rarely,Monthly,Auto-update,No,Built-in only,3,8.0,2.0,30.0,76.3,No,8,6,6,8,4.2
U076281,18-24,High,Some college,iPhone,Sometimes,Authenticator app,Occasionally,Some changes,Never,Daily,When reminded,No,Built-in only,1,10.0,1.0,60.0,44.7,Yes,6,4,7,4,4.7
U410462,18-24,Medium,Bachelor's,iPhone,Never,SMS,Once,Some changes,Never,Weekly,Auto-update,Yes,None,3,11.0,4.0,58.0,70.1,Yes,9,7,7,6,5.5
U329939,35-44,Medium,HS or less,Android,Regularly,None,Never,Default,Rarely,Weekly,Delayed,Yes,Built-in only,3,11.0,5.0,42.0,68.7,Yes,8,6,4,7,3.9
U100875,18-24,Medium,Some college,Windows PC,Sometimes,Authenticator app,Never,Default,Often,Never,Delayed,Yes,Built-in only,2,10.0,6.0,37.0,62.7,No,10,5,6,6,5.1
U603150,25-34,Low,HS or less,Mac,Never,None,Never,Default,Never,Never,Delayed,No,None,5,8.0,4.0,37.0,92.9,Yes,7,7,5,5,4.4
U103318,65,Medium,HS or less,iPhone,Never,Authenticator app,Monthly,Some changes,Rarely,Monthly,Delayed,Yes,None,2,,2.0,56.0,52.4,Yes,8,6,6,6,4.5
U143407,55-64,Low,HS or less,Android,Never,None,Never,Some changes,Rarely,Monthly,When reminded,Yes,None,6,5.0,2.0,59.0,100.0,Yes,7,10,5,9,4.7
U751599,35-44,Low,Some college,iPhone,Tried once,None,Never,Default,Never,Never,When reminded,Yes,None,5,8.0,3.0,33.0,96.6,Yes,9,6,6,8,5.2
U295622,65,High,Graduate,Chromebook,Sometimes,SMS,Never,Some changes,Never,Daily,Delayed,No,None,1,16.0,4.0,42.0,51.5,No,8,6,8,5,5.5
U839257,25-34,Low,HS or less,Windows PC,Tried once,None,Never,Some changes,Sometimes,Weekly,Delayed,Yes,None,5,7.0,4.0,60.0,83.4,No,10,8,6,9,6.0
U072568,25-34,Medium,HS or less,Mac,Never,Authenticator app,Occasionally,Default,Sometimes,Monthly,Delayed,No,Built-in only,0,7.0,,34.0,57.7,No,5,6,6,7,2.8